,StockCode,InvoiceDate,Description,Quantity,Price,Revenue
2351,84462,2010-02-02 10:47:00,3 PINK HEN+CHICKS IN BASKET,60,1.06,63.6
2352,84467,2010-03-03 16:37:00,ENGLISH ROSE DESIGN QUILTED THROW,10,26.35,236.3
2353,84469,2010-03-03 16:37:00,ROSE DES PADDED FLOOR CUSHION,15,4.95,52.25
2354,84472,2010-04-19 13:30:00,PINK AND LILAC QUILTED THROW ,1,45.95,45.95
2355,84507B,2009-12-18 13:48:00,STRIPES DESIGN MONKEY DOLL,20,2.55,50.99999999999999
2356,84508B,2010-01-19 13:31:00,STRIPES DESIGN TEDDY,12,2.55,30.599999999999998
2357,84508C,2010-06-30 13:43:00,BLUE CIRCLES DESIGN TEDDY,12,2.55,30.599999999999998
2358,84509A,2009-12-08 16:40:00,ENGLISH ROSE PLACEMATS,60,3.75,225.0
2359,84509B,2010-01-19 13:31:00,FAIRY CAKE PLACEMATS,48,3.75,180.0
2360,84509C,2010-07-16 14:41:00,SET OF 4 DOTTY PLACEMATS ,12,3.75,45.0
2361,84509F,2010-01-07 19:34:00,NEW ENGLAND PLACEMATS,20,3.75,75.0
2362,84509G,2009-12-18 13:48:00,FAIRY CAKE PLACEMATS ,66,3.522727272727273,217.5
2363,84510A,2009-12-08 16:40:00,SET OF 4 ENGLISH ROSE COASTERS,110,1.25,137.5
2364,84510B,2009-12-08 16:40:00,SET OF 4 FAIRY CAKES COASTERS ,50,1.25,62.5
2365,84510C,2010-08-23 10:41:00,SET OF 4 POLKADOTS COASTERS,10,1.25,12.5
2366,84519A,2009-12-15 14:03:00,TOMATO CHARLIE+LOLA COASTER SET,33,2.6100000000000003,92.25000000000001
2367,84519B,2010-01-07 19:34:00,CARROT CHARLIE+LOLA COASTER SET,9,2.1,21.450000000000003
2368,84520B,2009-12-18 13:48:00,PACK 20 ENGLISH ROSE PAPER NAPKINS,432,0.8412499999999999,347.03999999999996
2369,84520D,2010-01-07 19:34:00,PACK OF 20 FAIRY CAKE PAPER NAPKINS,36,0.85,30.599999999999998
2370,84522,2010-09-12 12:31:00,PINK PARTY SUNGLASSES,100,1.5,150.0
2371,84531A,2010-09-16 11:30:00,PINK KNITTED EGG COSY,18,1.17,16.38
2372,84531B,2010-09-16 11:30:00,BLUE KNITTED EGG COSY,18,1.17,16.38
2373,84532B,2010-01-22 13:52:00,FAIRY CAKES RECTANGLUAR BOXES,2,5.95,11.9
2374,84534B,2010-05-06 10:30:00,FAIRY CAKE NOTEBOOK A5 SIZE,48,0.85,40.8
2375,84535B,2010-05-06 10:30:00,FAIRY CAKES NOTEBOOK A6 SIZE,16,0.65,10.4
2376,84536A,2010-05-09 12:49:00,ENGLISH ROSE NOTEBOOK A7 SIZE,128,0.42,53.76
2377,84536B,2010-05-26 09:05:00,FAIRY CAKES NOTEBOOK A7 SIZE,16,0.42,6.72
2378,84558A,2010-09-07 13:04:00,3D DOG PICTURE PLAYING CARDS,18,2.9500000000000006,53.10000000000001
2379,84559A,2010-09-13 09:27:00,3D SHEET OF DOG STICKERS,24,0.85,20.4
2380,84559B,2010-12-03 14:04:00,3D SHEET OF CAT STICKERS,12,0.85,10.2
2381,84562A,2009-12-03 18:13:00,PINK/WHITE RIBBED MELAMINE JUG,16,7.420000000000001,108.12
2382,84563A,2011-03-14 15:11:00,PINK & WHITE BREAKFAST TRAY,2,5.95,11.9
2383,84563B,2010-03-10 13:08:00,BLUE & WHITE BREAKFAST TRAY,2,5.95,11.9
2384,84568,2010-03-03 12:21:00,GIRLS ALPHABET IRON ON PATCHES ,288,0.21,60.48
2385,84569A,2011-08-05 17:12:00,PACK 3 IRON ON DOG PATCHES,12,1.25,15.0
2386,84569D,2011-08-05 17:12:00,PACK 6 HEART/ICE-CREAM PATCHES,12,1.25,15.0
2387,84576,2010-05-02 14:49:00,BLUE CAT BISCUIT BARREL PINK HEART,6,5.95,35.7
2388,84578,2009-12-10 10:29:00,ELEPHANT TOY WITH BLUE T-SHIRT,8,3.75,30.0
2389,84580,2009-12-10 10:29:00,MOUSE TOY WITH PINK T-SHIRT,52,3.75,195.0
2390,84581,2009-12-16 10:51:00,DOG TOY WITH PINK CROCHET SKIRT,21,3.75,78.75
2391,84584,2010-08-03 13:55:00,PINK GINGHAM CAT WITH SCARF,12,2.55,30.599999999999998
2392,84595B,2010-01-22 13:52:00,LARGE TRIFLE DESIGN L BLUE BOWL,24,1.65,39.599999999999994
2393,84595E,2011-07-31 11:45:00,LARGE TORTILLA DESIGN RED BOWL,12,1.65,19.799999999999997
2394,84596B,2010-02-24 14:30:00,SMALL DOLLY MIX DESIGN ORANGE BOWL,184,0.7075,143.28
2395,84596E,2010-11-12 10:28:00,SMALL LICORICE DES PINK BOWL,16,1.25,20.0
2396,84596F,2010-02-24 14:30:00,SMALL MARSHMALLOWS PINK BOWL,120,0.58,96.48
2397,84596G,2011-10-20 09:28:00,SMALL CHOCOLATES PINK BOWL,32,0.42,13.44
2398,84596K,2010-02-24 14:30:00,JELLY BABIES YELLOW SMALL BOWL,72,1.06,76.32000000000001
2399,84596L,2011-05-18 13:58:00,BISCUITS SMALL BOWL LIGHT BLUE,24,0.42,10.08
2400,84598,2010-03-03 12:21:00,BOYS ALPHABET IRON ON PATCHES,288,0.21,60.48
2401,84600,2010-10-26 13:39:00,NEW BAROQUE JEWELLERY BOX ,4,7.95,31.8
2402,84601A,2010-01-19 13:31:00,NEW BAROQUE IVORY CUSHION COVER ,22,2.9500000000000006,64.9
2403,84609,2010-09-08 08:18:00,TALL ROCOCO CANDLE HOLDER,16,8.5,136.0
2404,84616,2010-09-08 08:18:00,SILVER ROCCOCO CHANDELIER,2,29.95,59.9
2405,84617,2011-03-18 09:17:00,NEW BAROQUE BLACK BOXES,1,12.75,12.75
2406,84619,2009-12-07 09:42:00,BLUE GINGHAM ROSE QUILT ,1,45.95,45.95
2407,84625A,2011-02-04 10:31:00,PINK NEW BAROQUECANDLESTICK CANDLE,27,2.25,29.25
2408,84625B,2010-03-05 10:20:00,BLCK NEW BAROQUE CANDLESTICK CANDLE,24,0.85,20.4
2409,84625C,2011-03-28 07:53:00,BLUE NEW BAROQUE CANDLESTICK CANDLE,24,0.85,20.4
2410,84629,2011-07-26 12:00:00,WHITE 3 FRAME BIRDS AND TREE ,3,4.95,14.850000000000001
2411,84631,2010-03-03 16:37:00,FRUIT TREE AND BIRDS WALL PLAQUE,12,1.95,23.4
2412,84632,2010-11-23 13:59:00,DECORATIVE HANGING SHELVING UNIT,1,59.95,59.95
2413,84637,2011-03-14 15:11:00,KITCHEN FLOWER POTS WALL PLAQUE,6,5.95,35.7
2414,84638,2011-03-14 15:11:00,SMALL KITCHEN FLOWER POTS PLAQUE,2,6.95,13.9
2415,84658,2010-08-03 13:55:00,WHITE STITCHED CUSHION COVER,12,6.95,83.4
2416,84661A,2011-09-30 13:46:00,WHITE SQUARE TABLE CLOCK,18,1.67,24.78
2417,84661B,2011-12-07 08:38:00,BLACK SQUARE TABLE CLOCK,12,0.79,9.48
2418,84673A,2010-04-20 12:48:00,PINK FLY SWAT,24,0.65,15.600000000000001
2419,84673B,2010-07-16 14:41:00,BLUE FLY SWAT,48,0.65,31.200000000000003
2420,84674,2011-06-13 10:36:00,FLYING PIG WATERING CAN,12,2.95,35.400000000000006
2421,84675,2010-04-29 09:16:00,FROG KING WATERING CAN,16,2.9500000000000006,47.2
2422,84676,2010-05-06 17:22:00,BATH DUCK WATERING CAN,10,2.95,29.500000000000004
2423,84678,2010-02-08 14:53:00,CLASSICAL ROSE SMALL VASE,30,2.55,76.5
2424,84680,2010-02-08 14:53:00,CLASSICAL ROSE URN,2,7.95,15.9
2425,84683,2010-05-09 12:49:00,CLASSICAL ROSE CANDLESTAND,168,1.05,152.4
2426,84686,2010-06-03 14:44:00,BEACH HUT MIRROR,16,1.65,26.4
2427,84687,2010-03-10 13:08:00,BEACH HUT SHELF W 3 DRAWERS,2,5.95,11.9
2428,84688,2011-01-27 10:43:00,BEACH HUT DESIGN BLACKBOARD,12,4.25,51.0
2429,84689,2010-03-10 13:08:00,S/2 BEACH HUT TREASURE CHESTS,3,5.95,17.85
2430,84690,2010-03-10 13:08:00,S/2 BEACH HUT STOOLS,2,7.95,15.9
2431,84691,2009-12-18 14:08:00,PACK 20 DOLLY PEGS,620,0.7877777777777778,457.3999999999999
2432,84692,2010-01-07 12:34:00,BOX OF 24 COCKTAIL PARASOLS,737,0.42,309.54
2433,84706A,2010-01-22 13:52:00,ENGLISH ROSE TABLE CLOCK,24,1.95,46.8
2434,84706D,2010-03-03 12:20:00,CHERRY BLOSSOM TABLE CLOCK ,24,1.95,46.8
2435,84706F,2010-02-08 14:53:00,RED PEONY TABLE CLOCK,4,8.95,35.8
2436,84707A,2011-02-15 14:49:00,SILVER JEWELLED MIRROR TRINKET TRAY,1,9.95,9.95
2437,84707B,2011-02-15 14:49:00,PINK JEWELLED MIRROR TRINKET TRAY,13,5.949999999999999,33.349999999999994
2438,84708B,2010-06-11 15:58:00,PINK JEWELLED PHOTO FRAME ,16,4.95,79.2
2439,84709B,2010-10-26 13:39:00,PINK OVAL JEWELLED MIRROR,8,5.95,47.6
2440,84712B,2011-03-14 15:11:00,PINK JEWELLED PHOTO FRAME,4,7.95,31.8
2441,84715,2010-08-20 14:53:00,SET OF 6 ICE CREAM SKITTLES,8,2.95,23.6
2442,84741C,2010-04-26 13:54:00,CITRUS GARLAND FELT FLOWERS ,6,1.95,11.7
2443,84744,2011-08-05 17:12:00,S/6 SEW ON CROCHET FLOWERS,6,1.25,7.5
2444,84748,2010-03-18 11:48:00,FOLK FELT HANGING MULTICOL GARLAND,4,3.75,15.0
2445,84750A,2010-03-25 13:15:00,PINK SMALL GLASS CAKE STAND,8,1.95,15.6
2446,84754,2010-10-03 11:15:00,S/15 SILVER GLASS BAUBLES IN BAG,12,1.25,15.0
2447,84755,2010-01-07 12:34:00,COLOUR GLASS T-LIGHT HOLDER HANGING,1436,0.625,818.2
2448,84761,2010-02-17 14:39:00,IVORY HANGING BIRD PLANTER ,16,2.55,40.8
2449,84762B,2010-05-06 17:22:00,PINK PICNIC BARBECUE BUCKET,2,10.75,21.5
2450,84762C,2010-05-06 17:22:00,GREEN PICNIC BARBECUE BUCKET,2,10.75,21.5
2451,84763,2010-07-05 16:35:00,ZINC FINISH 15CM PLANTER POTS,12,1.25,15.0
2452,84766,2010-10-14 17:51:00,SILVER ROCOCO CANDLE STICK,2,5.95,11.9
2453,84767,2010-01-08 14:12:00,ZINC POLICE BOX LANTERN,2,5.95,11.9
2454,84782A,2009-12-01 12:30:00,PINK 3 TIER GLASS PLATE STAND,5,12.75,63.75
2455,84782B,2009-12-15 12:00:00,BLACK 3 TIER GLASS PLATE STAND,2,12.75,25.5
2456,84782C,2009-12-01 12:30:00,GREEN 3 TIER GLASS PLATE STAND,3,12.75,38.25
2457,84789,2011-04-06 13:18:00,ENCHANTED BIRD PLANT CAGE,8,3.75,30.0
2458,84791,2010-01-25 12:19:00,GINGHAM HEART DECORATION,6,2.95,17.700000000000003
2459,84792,2010-04-19 10:04:00,ENCHANTED BIRD COATHANGER 5 HOOK,40,4.44,165.84
2460,84795A,2010-02-24 10:42:00,PASTEL STRIPE HAMMOCK ,14,7.95,111.30000000000001
2461,84795B,2010-05-21 08:21:00,SUNSET CHECK HAMMOCK,8,7.95,63.6
2462,84795C,2010-02-24 10:42:00,OCEAN STRIPE HAMMOCK ,12,7.95,95.4
2463,84795D,2010-02-24 10:42:00,SEASIDE STRIPE HAMMOCK,4,7.95,31.8
2464,84796A,2010-04-25 12:11:00,PINK HAWAIIAN PICNIC HAMPER FOR 2,5,12.75,63.75
2465,84796B,2010-04-29 09:16:00,BLUE SAVANNAH PICNIC HAMPER FOR 2,6,12.75,76.5
2466,84797A,2010-04-25 12:11:00,PINK HAWAIIAN PICNIC HAMPER FOR 4,1,16.95,16.95
2467,84798A,2010-01-07 12:34:00,PINK FOXGLOVE ARTIIFCIAL FLOWER,144,2.1,302.40000000000003
2468,84798B,2010-01-07 12:34:00,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,144,2.4,302.40000000000003
2469,84799,2010-04-19 10:23:00,SPRIG LAVENDER ARTIFICIAL FLOWER,48,1.25,60.0
2470,84800L,2011-04-01 14:45:00,LARGE WHITE/PINK ROSE ART FLOWER,48,1.69,81.12
2471,84802B,2010-04-19 10:23:00,PURPLE ANEMONE ARTIFICIAL FLOWER,24,1.69,40.56
2472,84803A,2010-04-26 13:54:00,PINK ALLIUM  ARTIFICIAL FLOWER,15,1.69,25.35
2473,84803B,2011-06-21 17:59:00,WHITE ALLIUM  ARTIFICIAL FLOWER,-3,1.69,-5.07
2474,84805B,2010-01-07 12:34:00,BLUE CLIMBING HYDRANGA ART FLOWER,96,2.95,283.20000000000005
2475,84806A,2010-04-19 10:23:00,PINK CANDYSTUFT ARTIFICIAL FLOWER,24,1.45,34.8
2476,84809A,2011-02-14 12:11:00,WHITE CHRYSANTHEMUMS ART FLOWER,0,2.1,0.0
2477,84815,2010-04-20 12:48:00,SET OF 3 DANISH ROSE PLANTERS,15,4.25,63.75
2478,84817,2011-08-08 13:42:00,DANISH ROSE DECORATIVE PLATE,84,1.245,53.28
2479,84818,2010-05-26 09:04:00,DANISH ROSE PHOTO FRAME,72,1.544285714285714,88.56
2480,84819,2010-06-11 15:22:00,DANISH ROSE ROUND SEWING BOX,44,2.866,76.28
2481,84820,2010-05-06 10:30:00,DANISH ROSE TRINKET TRAYS,22,4.23,48.34
2482,84821,2010-05-06 10:30:00,DANISH ROSE DELUXE COASTER,120,0.7557142857142857,86.16
2483,84826,2010-07-13 13:11:00,ASSTD DESIGN 3D PAPER STICKERS,120,0.85,102.0
2484,84827,2011-07-01 11:29:00,ASS DES PHONE SPONGE CRAFT STICKER,60,0.65,39.0
2485,84828,2010-01-22 09:19:00,JUNGLE POPSICLES ICE LOLLY HOLDERS,120,1.25,150.0
2486,84832,2009-12-18 14:08:00,ZINC WILLIE WINKIE  CANDLE STICK,216,0.85,183.6
2487,84836,2009-12-01 11:41:00,ZINC METAL HEART DECORATION,192,1.25,240.0
2488,84839,2009-12-18 13:01:00,SWEETHEART KEY CABINET,56,6.510000000000001,342.0
2489,84840,2010-05-10 10:19:00,SWEETHEART CARRY-ALL BASKET,18,8.5,153.0
2490,84843,2010-06-30 13:43:00,WHITE SOAP RACK WITH 2 BOTTLES,12,5.95,71.4
2491,84849A,2010-12-03 14:04:00,HELLO SAILOR BLUE SOAP HOLDER,24,1.69,40.56
2492,84849B,2009-12-18 14:08:00,FAIRY SOAP SOAP HOLDER,276,1.63,420.36
2493,84849D,2010-06-15 13:19:00,HOT BATHS SOAP HOLDER,504,1.587142857142857,771.1199999999999
2494,84854,2009-12-03 18:13:00,GIRLY PINK TOOL SET,12,4.95,59.400000000000006
2495,84857C,2011-06-08 10:45:00,PINK MONTE CARLO HANDBAG,12,1.95,23.4
2496,84867A,2010-01-07 19:34:00,PINK BABY GIRLS PHOTO ALBUM,12,5.95,71.4
2497,84869,2010-01-22 13:52:00,CANDY BUTTON PHOTO ALBUM,12,1.95,23.4
2498,84875B,2011-07-31 11:45:00,GREEN SQUARE COMPACT MIRROR,24,1.25,30.0
2499,84877B,2010-09-21 13:06:00,GREEN ROUND COMPACT MIRROR,48,1.25,60.0
2500,84879,2009-12-18 14:08:00,ASSORTED COLOUR BIRD ORNAMENT,464,1.69,784.16
2501,84880,2009-12-03 18:13:00,WHITE WIRE EGG HOLDER,86,6.166666666666667,516.75
2502,84884A,2010-02-24 09:24:00,ANT WHITE WIRE HEART SPIRAL,15,3.9500000000000006,59.25
2503,84898F,2011-03-24 16:45:00,YELLOW FLOWERS FELT HANDBAG KIT,2,2.1,4.2
2504,84912A,2010-01-25 12:19:00,PINK ROSE WASHBAG,20,3.75,75.0
2505,84912B,2010-08-03 13:55:00,GREEN ROSE WASHBAG,12,3.75,45.0
2506,84913A,2010-01-07 19:34:00,SOFT PINK ROSE TOWEL ,20,4.65,93.0
2507,84913B,2011-01-09 16:07:00,MINT GREEN ROSE TOWEL,8,4.65,37.2
2508,84915,2010-11-15 14:26:00,HAND TOWEL PINK FLOWER AND DAISY,2,5.95,11.9
2509,84916,2010-11-15 14:26:00,HAND TOWEL PALE BLUE W FLOWERS,2,5.95,11.9
2510,84917,2010-01-07 19:34:00,WHITE HAND TOWEL WITH BUTTERFLY,10,5.95,59.5
2511,84925D,2010-05-06 17:22:00,LA PALMIERA WALL THERMOMETER,4,2.55,10.2
2512,84925F,2010-02-24 09:24:00,PSYCHEDELIC WALL THERMOMETER,6,2.55,15.299999999999999
2513,84926A,2011-07-19 09:50:00,WAKE UP COCKEREL TILE COASTER,120,0.29,34.8
2514,84926C,2009-12-08 16:40:00,FAIRY CAKES TILE COASTER,12,1.25,15.0
2515,84926E,2011-09-23 14:49:00,FLOWERS TILE COASTER,24,0.29,6.959999999999999
2516,84927D,2010-08-22 10:33:00,LA PALMIERA TILE HOOK,6,2.1,12.600000000000001
2517,84927E,2010-05-09 12:06:00,FLOWERS TILE HOOK,18,2.1,37.800000000000004
2518,84927F,2010-09-07 13:04:00,PSYCHEDELIC TILE HOOK,6,2.1,12.600000000000001
2519,84929,2010-09-08 08:18:00,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,72,0.31,22.32
2520,84931A,2011-11-10 19:40:00,PINK SCOTTIE DOG W FLOWER PATTERN,6,2.55,15.299999999999999
2521,84931B,2010-02-17 14:39:00,BLUE SCOTTIE DOG W FLOWER PATTERN,18,2.55,45.9
2522,84932A,2010-03-03 12:20:00,SMALL GREEN PEONY FOLDING STOOL,16,1.95,31.2
2523,84932C,2010-04-14 15:10:00,SMALL ORIENTAL BLUE FOLDING STOOL,8,1.95,15.6
2524,84933A,2009-12-01 12:30:00,LARGE GREEN PEONY FOLDING STOOL,6,2.1,12.600000000000001
2525,84933B,2009-12-01 12:30:00,LARGE PINK PEONY FOLDING STOOL,7,2.1,14.700000000000001
2526,84937,2010-01-25 12:19:00,KASHMIR FOLKART TUMBLERS,30,2.1,63.00000000000001
2527,84944,2010-07-27 13:41:00,SET OF 6 KASHMIR FOLKART BAUBLES,68,3.21,164.2
2528,84945,2010-07-09 15:48:00,MULTI COLOUR SILVER T-LIGHT HOLDER,444,0.85,377.4
2529,84946,2009-12-07 13:49:00,ANTIQUE SILVER TEA GLASS ETCHED,252,1.25,315.0
2530,84947,2010-10-14 17:09:00,ANTIQUE SILVER TEA GLASS ENGRAVED,90,1.25,112.5
2531,84949,2009-12-07 13:49:00,SILVER HANGING T-LIGHT HOLDER,186,1.6300000000000001,287.7
2532,84950,2010-07-13 09:35:00,ASSORTED COLOUR T-LIGHT HOLDER,84,0.6833333333333332,57.0
2533,84952A,2011-09-15 09:53:00,CLEAR LOVE BIRD T-LIGHT HOLDER,6,3.75,22.5
2534,84968A,2010-10-26 13:39:00,SET OF 16 VINTAGE ROSE CUTLERY,19,12.75,242.25
2535,84968B,2009-12-01 12:33:00,S/16 VINTAGE IVORY CUTLERY,63,12.450000000000001,760.05
2536,84968C,2009-12-01 12:33:00,S/16 VINTAGE PISTACHIO CUTLERY,108,12.39,1204.1999999999998
2537,84968D,2010-01-07 12:34:00,S/16 VINTAGE RED CUTLERY,98,11.85,1076.6999999999998
2538,84968E,2011-05-16 14:53:00,SET OF 16 VINTAGE BLACK CUTLERY,6,12.75,76.5
2539,84968F,2009-12-01 12:33:00,S/16 VINTAGE SKY BLUE CUTLERY,3,12.75,38.25
2540,84969,2009-12-18 14:08:00,ASSORTED COLOUR SET 6 TEASPOONS,84,4.25,357.0
2541,84970L,2010-01-07 19:34:00,SINGLE HEART ZINC T-LIGHT HOLDER,168,0.9799999999999999,163.2
2542,84970S,2009-12-10 10:29:00,HANGING HEART ZINC T-LIGHT HOLDER,642,0.8425,515.4599999999999
2543,84971S,2009-12-08 16:40:00,SMALL HEART FLOWERS HOOK ,72,0.85,61.199999999999996
2544,84975,2010-10-03 12:40:00,HEART SHAPED MIRROR,24,1.69,40.56
2545,84976,2011-01-24 14:54:00,RECTANGULAR SHAPED MIRROR,12,1.69,20.28
2546,84977,2010-03-03 12:21:00,WIRE FLOWER T-LIGHT HOLDER,12,1.25,15.0
2547,84978,2009-12-18 14:08:00,HANGING HEART JAR T-LIGHT HOLDER,1653,1.135,1786.38
2548,84984D,2010-03-03 16:37:00,ORIENTAL RED CUSHION COVER ,10,1.25,12.5
2549,84985A,2010-10-03 11:17:00,SET OF 72 GREEN PAPER DOILIES,12,1.45,17.4
2550,84986B,2010-05-13 09:33:00,SET OF 36 SILVER PAPER DOILIES,12,1.45,17.4
2551,84987,2009-12-07 13:49:00,SET OF 36 TEATIME PAPER DOILIES,324,1.45,469.79999999999995
2552,84988,2010-02-02 13:33:00,SET OF 72 PINK HEART PAPER DOILIES,120,1.45,174.0
2553,84989A,2010-02-17 10:04:00,75 GREEN FAIRY CAKE CASES,48,0.55,26.400000000000002
2554,84990,2009-12-15 12:00:00,60 GOLD AND SILVER FAIRY CAKE CASES,192,0.5066666666666667,90.0
2555,84991,2009-12-01 12:33:00,60 TEATIME FAIRY CAKE CASES,5556,0.5275308641975309,2587.8
2556,84992,2009-12-16 10:51:00,72 SWEETHEART FAIRY CAKE CASES,4176,0.5155102040816327,1875.6
2557,84993A,2009-12-03 18:13:00,75 GREEN PETIT FOUR CASES,192,0.42,80.64
2558,84993B,2009-12-10 10:29:00,75 BLACK PETIT FOUR CASES,72,0.42,30.240000000000002
2559,84997A,2010-07-07 09:42:00,GREEN 3 PIECE MINI DOTS CUTLERY SET,58,3.807142857142857,219.1
2560,84997B,2010-03-19 14:41:00,RED 3 PIECE MINI DOTS CUTLERY SET,64,3.8299999999999996,244.0
2561,84997C,2009-12-18 13:48:00,BLUE 3 PIECE MINI DOTS CUTLERY SET,122,3.825,463.1
2562,84997D,2009-12-01 12:30:00,PINK 3 PIECE MINI DOTS CUTLERY SET,134,3.8131578947368423,508.1
2563,85006,2010-08-03 13:55:00,SET 4 NURSERY DES ROUND BOXES,6,2.95,17.700000000000003
2564,85008,2010-03-24 12:20:00,SET OF 3 CONEY ISLAND OVAL BOXES,6,4.95,29.700000000000003
2565,85014A,2009-12-18 13:01:00,BLACK/BLUE DOTS RUFFLED UMBRELLA,75,5.95,446.25000000000006
2566,85014B,2010-01-08 14:12:00,RED/WHITE DOTS RUFFLED UMBRELLA,100,5.950000000000001,595.0
2567,85014D,2009-12-08 16:40:00,PINK/BROWN DOTS RUFFLED UMBRELLA,12,5.95,71.4
2568,85015,2011-03-14 12:28:00,SET OF 12  VINTAGE POSTCARD SET,78,1.125,62.1
2569,85016,2010-01-25 12:19:00,SET OF 6 VINTAGE NOTELETS KIT,18,2.55,45.9
2570,85017A,2010-08-15 14:34:00,ENVELOPE 50 ROMANTIC IMAGES,24,0.85,20.4
2571,85017B,2010-02-16 17:47:00,ENVELOPE 50 BLOSSOM IMAGES,84,0.6779999999999999,61.08
2572,85017C,2010-04-30 11:48:00,ENVELOPE 50 CURIOUS IMAGES,48,0.85,40.8
2573,85019B,2011-10-20 09:28:00,BLOSSOM  IMAGES NOTEBOOK SET,24,1.25,30.0
2574,85020,2010-02-08 14:53:00,ROUND PINK HEART MIRROR,6,2.1,12.600000000000001
2575,85024B,2011-11-20 11:34:00,EAU DE NILE JEWELLED PHOTOFRAME,12,1.65,19.799999999999997
2576,85025B,2010-05-04 10:10:00,EAU DE NILE HEART SHAPE PHOTO FRAME,12,1.65,19.799999999999997
2577,85025C,2010-05-04 10:10:00,PINK HEART SHAPE PHOTO FRAME,12,1.65,19.799999999999997
2578,85031B,2010-10-26 13:39:00,BLOSSOM IMAGES SCRAP BOOK SET,3,4.95,14.850000000000001
2579,85031C,2010-08-05 14:35:00,CURIOUS IMAGES SCRAP BOOK SET,3,4.95,14.850000000000001
2580,85032A,2010-11-21 12:21:00,ROMANTIC IMAGES GIFT WRAP SET,6,2.1,12.600000000000001
2581,85032B,2011-03-14 12:28:00,BLOSSOM IMAGES GIFT WRAP SET,18,1.375,20.400000000000002
2582,85032D,2010-11-05 17:24:00,YULETIDE IMAGES GIFT WRAP SET,132,1.616666666666667,207.60000000000002
2583,85034B,2011-11-17 08:49:00,3 WHITE CHOC MORRIS BOXED CANDLES,24,1.25,30.0
2584,85034C,2011-12-01 08:52:00,3 ROSE MORRIS BOXED CANDLES,24,1.25,30.0
2585,85035A,2010-05-10 11:32:00,GARDENIA 3 WICK MORRIS BOXED CANDLE,4,4.25,17.0
2586,85035C,2011-01-27 10:43:00,ROSE 3 WICK MORRIS BOX CANDLE,32,2.75,64.0
2587,85036A,2010-09-05 10:44:00,GARDENIA 1 WICK MORRIS BOXED CANDLE,24,4.25,102.0
2588,85036B,2010-09-05 10:44:00,CHOCOLATE 1 WICK MORRIS BOX CANDLE,18,4.25,76.5
2589,85036C,2010-09-05 10:44:00,ROSE 1 WICK MORRIS BOXED CANDLE,24,4.03,94.08
2590,85038,2010-08-15 14:34:00,6 CHOCOLATE LOVE HEART T-LIGHTS,44,2.1,92.4
2591,85039A,2011-02-01 08:31:00,SET/4 RED MINI ROSE CANDLE IN BOWL,12,1.65,19.799999999999997
2592,85040A,2010-09-30 14:46:00,S/4 PINK FLOWER CANDLES IN BOWL,28,1.6499999999999997,46.199999999999996
2593,85040B,2010-02-16 17:47:00,SET/4 BLUE FLOWER CANDLES IN BOWL,2,1.65,3.3
2594,85041,2010-02-16 17:47:00,SET/4 PINK ORCHID CANDLES IN BOWL,2,1.65,3.3
2595,85042,2009-12-07 13:49:00,ANTIQUE LILY FAIRY LIGHTS,40,4.95,198.0
2596,85045,2010-09-20 12:15:00,GREEN CHRISTMAS TREE STRING 20LIGHT,28,4.95,138.60000000000002
2597,85047,2009-12-07 13:49:00,WHITE BEADED GARLAND STRING 20LIGHT,10,6.35,63.49999999999999
2598,85048,2009-12-18 13:01:00,15CM CHRISTMAS GLASS BALL 20 LIGHTS,230,7.570689655172414,1648.5
2599,85049A,2009-12-01 12:33:00,TRADITIONAL CHRISTMAS RIBBONS,192,1.25,240.0
2600,85049B,2009-12-01 12:33:00,LUSH GREENS RIBBONS,125,1.25,156.25
2601,85049C,2010-01-22 09:19:00,ROMANTIC PINKS RIBBONS ,136,1.25,170.0
2602,85049D,2010-04-14 15:10:00,BRIGHT BLUES RIBBONS ,89,1.25,111.25
2603,85049E,2009-12-15 12:00:00,SCANDINAVIAN REDS RIBBONS,320,1.2364285714285714,372.64
2604,85049F,2010-01-22 09:19:00,BABY BOOM RIBBONS ,112,1.25,140.0
2605,85049G,2009-12-01 12:33:00,CHOCOLATE BOX RIBBONS ,272,1.2341666666666666,312.64
2606,85049H,2010-04-19 10:04:00,URBAN BLACK RIBBONS ,36,0.835,25.08
2607,85053,2009-12-18 14:08:00,FRENCH ENAMEL CANDLEHOLDER,162,2.1,340.20000000000005
2608,85054,2010-07-27 13:41:00,FRENCH ENAMEL POT W LID,30,2.95,88.50000000000001
2609,85055,2010-06-14 16:43:00,FRENCH ENAMEL UTENSIL HOLDER,60,3.4299999999999997,189.8
2610,85059,2009-12-18 14:08:00,FRENCH ENAMEL WATER BASIN,21,3.75,78.75
2611,85060,2009-12-16 10:51:00,WOOD FAN WITH FLOWER DESIGN,24,1.25,30.0
2612,85061W,2010-03-30 09:47:00,WHITE JEWELLED HEART DECORATION,24,0.85,20.4
2613,85062,2009-12-21 13:04:00,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,586,1.4637499999999999,852.28
2614,85063,2010-02-17 14:39:00,CREAM SWEETHEART MAGAZINE RACK,8,15.95,123.6
2615,85064,2010-06-14 14:06:00,CREAM SWEETHEART LETTER RACK,24,5.45,130.8
